skill,group_skills,title,role,short_role,,,,,,,,,
Sales Campaign and Promotion,Sales Planning and  Management,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Sales Planning and Management,Sales Planning and  Management,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Sales Forecast and Strategy,Sales Planning and  Management,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Facebook Social  Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
WhatsApp Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Pinterest Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
YouTube Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Medium Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Instagram Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Twitter Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
LinkedIn Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Reddit Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Snapchat Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Zalo Social Network,Social Network Activities,PR & Communication Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Twitter Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Zalo Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Medium Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Facebook Social  Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Snapchat Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
WhatsApp Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Instagram Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
LinkedIn Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Pinterest Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Reddit Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
YouTube Social Network,Social Network Activities,Secretary/Receptionist and SSC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Negotiation,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Teamwork Skills,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Data Advocate,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Presentation,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Risk Management,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
A Sense of Humor,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Self-Confidence Capacity,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Verbal Communication,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Decisiveness Technique,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Flexibility/Adaptability,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
2-Way Communication,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Counseling or Consulting,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Conflict Management,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Motivating and Proactivity,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Strong Work Ethic,Soft skills,Accounting Management Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
2-Way Communication,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Risk Management,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Decisiveness Technique,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Conflict Management,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
A Sense of Humor,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Flexibility/Adaptability,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Teamwork Skills,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Counseling or Consulting,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Strong Work Ethic,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Data Advocate,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Motivating and Proactivity,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Presentation,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Verbal Communication,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Self-Confidence Capacity,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Negotiation,Soft skills,CPD & BA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Data Advocate,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Motivating and Proactivity,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Flexibility/Adaptability,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Negotiation,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
A Sense of Humor,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
2-Way Communication,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Self-Confidence Capacity,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Decisiveness Technique,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Counseling or Consulting,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Presentation,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Strong Work Ethic,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Verbal Communication,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Conflict Management,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Risk Management,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Teamwork Skills,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Student Services,Soft skills,CTC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Teamwork Skills,Soft skills,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Presentation,Soft skills,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Strong Work Ethic,Soft skills,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Verbal Communication,Soft skills,Finance Controller (FC) Skills,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Flexibility/Adaptability,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Presentation,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Verbal Communication,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Self-Confidence Capacity,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Teamwork Skills,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
A Sense of Humor,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Conflict Management,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Strong Work Ethic,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Negotiation,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Risk Management,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Motivating and Proactivity,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Counseling or Consulting,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Data Advocate,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Decisiveness Technique,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
2-Way Communication,Soft skills,HR Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Decisiveness Technique,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Verbal Communication,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Presentation,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Conflict Management,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Strong Work Ethic,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Flexibility/Adaptability,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Data Advocate,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Risk Management,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Motivating and Proactivity,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Counseling or Consulting,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
2-Way Communication,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Teamwork Skills,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Self-Confidence Capacity,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Negotiation,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
A Sense of Humor,Soft skills,LRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Verbal Communication,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Self-Confidence Capacity,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Motivating and Proactivity,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Strong Work Ethic,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Flexibility/Adaptability,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Negotiation,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Teamwork Skills,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Counseling or Consulting,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
2-Way Communication,Soft skills,PRC Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Teamwork Skills,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Strong Work Ethic,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Counseling or Consulting,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
2-Way Communication,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Flexibility/Adaptability,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Motivating and Proactivity,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Negotiation,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Presentation,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
A Sense of Humor,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Verbal Communication,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Decisiveness Technique,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Self-Confidence Capacity,Soft skills,WA RA Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Decisiveness Technique,Soft skills,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Time Management Abilities,Soft skills,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Flexibility/Adaptability,Soft skills,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
Negotiation,Soft skills,WA REC Marketing Officer,"LRC, PRC, CPD, PR, CTC, HRM, RA, REC, AF, FC, BCM, FUN, SSC",Operational Functions,,,,,,,,,
